,Entity,Code,Year,Population (historical)
4486,Bahrain,BHR,1890,72591
4487,Bahrain,BHR,1891,73024
4488,Bahrain,BHR,1892,73460
4489,Bahrain,BHR,1893,73898
4490,Bahrain,BHR,1894,74339
4491,Bahrain,BHR,1895,74783
4492,Bahrain,BHR,1896,75229
4493,Bahrain,BHR,1897,75679
4494,Bahrain,BHR,1898,76130
4495,Bahrain,BHR,1899,76585
4496,Bahrain,BHR,1900,77042
4497,Bahrain,BHR,1901,77502
4498,Bahrain,BHR,1902,77964
4499,Bahrain,BHR,1903,78430
4500,Bahrain,BHR,1904,78898
4501,Bahrain,BHR,1905,79369
4502,Bahrain,BHR,1906,79842
4503,Bahrain,BHR,1907,80319
4504,Bahrain,BHR,1908,80798
4505,Bahrain,BHR,1909,81820
4506,Bahrain,BHR,1910,83407
4507,Bahrain,BHR,1911,85586
4508,Bahrain,BHR,1912,88383
4509,Bahrain,BHR,1913,91824
4510,Bahrain,BHR,1914,95399
4511,Bahrain,BHR,1915,99114
4512,Bahrain,BHR,1916,102973
4513,Bahrain,BHR,1917,106982
4514,Bahrain,BHR,1918,111150
4515,Bahrain,BHR,1919,114547
4516,Bahrain,BHR,1920,117143
4517,Bahrain,BHR,1921,118907
4518,Bahrain,BHR,1922,119805
4519,Bahrain,BHR,1923,119805
4520,Bahrain,BHR,1924,119805
4521,Bahrain,BHR,1925,119805
4522,Bahrain,BHR,1926,119805
4523,Bahrain,BHR,1927,119805
4524,Bahrain,BHR,1928,119805
4525,Bahrain,BHR,1929,119805
4526,Bahrain,BHR,1930,119805
4527,Bahrain,BHR,1931,119805
4528,Bahrain,BHR,1932,119805
4529,Bahrain,BHR,1933,119805
4530,Bahrain,BHR,1934,119805
4531,Bahrain,BHR,1935,119805
4532,Bahrain,BHR,1936,119805
4533,Bahrain,BHR,1937,119805
4534,Bahrain,BHR,1938,119805
4535,Bahrain,BHR,1939,119700
4536,Bahrain,BHR,1940,119490
4537,Bahrain,BHR,1941,119176
4538,Bahrain,BHR,1942,118759
4539,Bahrain,BHR,1943,118238
4540,Bahrain,BHR,1944,117720
4541,Bahrain,BHR,1945,117203
4542,Bahrain,BHR,1946,116689
4543,Bahrain,BHR,1947,116178
4544,Bahrain,BHR,1948,115668
4545,Bahrain,BHR,1949,115984
4546,Bahrain,BHR,1950,117274
4547,Bahrain,BHR,1951,120765
4548,Bahrain,BHR,1952,124465
4549,Bahrain,BHR,1953,128386
4550,Bahrain,BHR,1954,132575
4551,Bahrain,BHR,1955,137081
4552,Bahrain,BHR,1956,141931
4553,Bahrain,BHR,1957,147163
4554,Bahrain,BHR,1958,152823
4555,Bahrain,BHR,1959,158935
4556,Bahrain,BHR,1960,165490
4557,Bahrain,BHR,1961,172358
4558,Bahrain,BHR,1962,179361
4559,Bahrain,BHR,1963,186510
4560,Bahrain,BHR,1964,193830
4561,Bahrain,BHR,1965,200877
4562,Bahrain,BHR,1966,207550
4563,Bahrain,BHR,1967,214198
4564,Bahrain,BHR,1968,219348
4565,Bahrain,BHR,1969,222480
4566,Bahrain,BHR,1970,224816
4567,Bahrain,BHR,1971,230745
4568,Bahrain,BHR,1972,242128
4569,Bahrain,BHR,1973,255334
4570,Bahrain,BHR,1974,269047
4571,Bahrain,BHR,1975,283251
4572,Bahrain,BHR,1976,297870
4573,Bahrain,BHR,1977,312826
4574,Bahrain,BHR,1978,328059
4575,Bahrain,BHR,1979,343460
4576,Bahrain,BHR,1980,358991
4577,Bahrain,BHR,1981,373532
4578,Bahrain,BHR,1982,386990
4579,Bahrain,BHR,1983,400722
4580,Bahrain,BHR,1984,415165
4581,Bahrain,BHR,1985,430365
4582,Bahrain,BHR,1986,446290
4583,Bahrain,BHR,1987,462864
4584,Bahrain,BHR,1988,479931
4585,Bahrain,BHR,1989,497329
4586,Bahrain,BHR,1990,514800
4587,Bahrain,BHR,1991,531883
4588,Bahrain,BHR,1992,547754
4589,Bahrain,BHR,1993,562820
4590,Bahrain,BHR,1994,577960
4591,Bahrain,BHR,1995,593228
4592,Bahrain,BHR,1996,608595
4593,Bahrain,BHR,1997,624020
4594,Bahrain,BHR,1998,639391
4595,Bahrain,BHR,1999,654621
4596,Bahrain,BHR,2000,669590
4597,Bahrain,BHR,2001,699964
4598,Bahrain,BHR,2002,752206
4599,Bahrain,BHR,2003,811278
4600,Bahrain,BHR,2004,871449
4601,Bahrain,BHR,2005,932619
4602,Bahrain,BHR,2006,994626
4603,Bahrain,BHR,2007,1057418
4604,Bahrain,BHR,2008,1120717
4605,Bahrain,BHR,2009,1183616
4606,Bahrain,BHR,2010,1213250
4607,Bahrain,BHR,2011,1206734
4608,Bahrain,BHR,2012,1216308
4609,Bahrain,BHR,2013,1257206
4610,Bahrain,BHR,2014,1312858
4611,Bahrain,BHR,2015,1369656
4612,Bahrain,BHR,2016,1429609
4613,Bahrain,BHR,2017,1482004
4614,Bahrain,BHR,2018,1497634
4615,Bahrain,BHR,2019,1485675
4616,Bahrain,BHR,2020,1483081
4617,Bahrain,BHR,2021,1501762
4618,Bahrain,BHR,2022,1533459
4619,Bahrain,BHR,2023,1569674
4620,Bangladesh,BGD,-10000,9600
4621,Bangladesh,BGD,-9000,32893
4622,Bangladesh,BGD,-8000,54822
4623,Bangladesh,BGD,-7000,91371
4624,Bangladesh,BGD,-6000,152285
4625,Bangladesh,BGD,-5000,253808
4626,Bangladesh,BGD,-4000,423014
4627,Bangladesh,BGD,-3000,705024
4628,Bangladesh,BGD,-2000,1175040
4629,Bangladesh,BGD,-1000,1958400
4630,Bangladesh,BGD,0,3264000
4631,Bangladesh,BGD,100,3504000
4632,Bangladesh,BGD,200,3744000
4633,Bangladesh,BGD,300,4032000
4634,Bangladesh,BGD,400,4320000
4635,Bangladesh,BGD,500,4608000
4636,Bangladesh,BGD,600,4896000
4637,Bangladesh,BGD,700,5424000
4638,Bangladesh,BGD,800,5952000
4639,Bangladesh,BGD,900,6672000
4640,Bangladesh,BGD,1000,7392000
4641,Bangladesh,BGD,1100,7680000
4642,Bangladesh,BGD,1200,7968000
4643,Bangladesh,BGD,1300,7968000
4644,Bangladesh,BGD,1400,9024000
4645,Bangladesh,BGD,1500,9600000
4646,Bangladesh,BGD,1600,12480000
4647,Bangladesh,BGD,1700,15360000
4648,Bangladesh,BGD,1710,15768416
4649,Bangladesh,BGD,1720,16090220
4650,Bangladesh,BGD,1730,16418592
4651,Bangladesh,BGD,1740,16753665
4652,Bangladesh,BGD,1750,17095576
4653,Bangladesh,BGD,1760,17444466
4654,Bangladesh,BGD,1770,17800476
4655,Bangladesh,BGD,1780,18163750
4656,Bangladesh,BGD,1790,18534440
4657,Bangladesh,BGD,1800,19191243
4658,Bangladesh,BGD,1801,19229085
4659,Bangladesh,BGD,1802,19267002
4660,Bangladesh,BGD,1803,19304993
4661,Bangladesh,BGD,1804,19343060
4662,Bangladesh,BGD,1805,19381202
4663,Bangladesh,BGD,1806,19419419
4664,Bangladesh,BGD,1807,19457711
4665,Bangladesh,BGD,1808,19496079
4666,Bangladesh,BGD,1809,19534522
4667,Bangladesh,BGD,1810,19574434
4668,Bangladesh,BGD,1811,19615194
4669,Bangladesh,BGD,1812,19658208
4670,Bangladesh,BGD,1813,19703488
4671,Bangladesh,BGD,1814,19751048
4672,Bangladesh,BGD,1815,19800902
4673,Bangladesh,BGD,1816,19853064
4674,Bangladesh,BGD,1817,19907548
4675,Bangladesh,BGD,1818,19964367
4676,Bangladesh,BGD,1819,20023536
4677,Bangladesh,BGD,1820,20085068
4678,Bangladesh,BGD,1821,20127784
4679,Bangladesh,BGD,1822,20170620
4680,Bangladesh,BGD,1823,20256293
4681,Bangladesh,BGD,1824,20342329
4682,Bangladesh,BGD,1825,20428732
4683,Bangladesh,BGD,1826,20515501
4684,Bangladesh,BGD,1827,20602639
4685,Bangladesh,BGD,1828,20690146
4686,Bangladesh,BGD,1829,20778026
4687,Bangladesh,BGD,1830,20866279
4688,Bangladesh,BGD,1831,20954906
4689,Bangladesh,BGD,1832,21043911
4690,Bangladesh,BGD,1833,21133293
4691,Bangladesh,BGD,1834,21223054
4692,Bangladesh,BGD,1835,21313197
4693,Bangladesh,BGD,1836,21403723
4694,Bangladesh,BGD,1837,21494634
4695,Bangladesh,BGD,1838,21585930
4696,Bangladesh,BGD,1839,21677615
4697,Bangladesh,BGD,1840,21769688
4698,Bangladesh,BGD,1841,21862153
4699,Bangladesh,BGD,1842,21955011
4700,Bangladesh,BGD,1843,22048263
4701,Bangladesh,BGD,1844,22141911
4702,Bangladesh,BGD,1845,22235957
4703,Bangladesh,BGD,1846,22330402
4704,Bangladesh,BGD,1847,22425248
4705,Bangladesh,BGD,1848,22520497
4706,Bangladesh,BGD,1849,22616151
4707,Bangladesh,BGD,1850,22712211
4708,Bangladesh,BGD,1851,22762811
4709,Bangladesh,BGD,1852,22813431
4710,Bangladesh,BGD,1853,22864071
4711,Bangladesh,BGD,1854,22914729
4712,Bangladesh,BGD,1855,22965405
4713,Bangladesh,BGD,1856,23016098
4714,Bangladesh,BGD,1857,23066807
4715,Bangladesh,BGD,1858,23117532
4716,Bangladesh,BGD,1859,23168272
4717,Bangladesh,BGD,1860,23219025
4718,Bangladesh,BGD,1861,23269792
4719,Bangladesh,BGD,1862,23320571
4720,Bangladesh,BGD,1863,23371362
4721,Bangladesh,BGD,1864,23422163
4722,Bangladesh,BGD,1865,23472974
4723,Bangladesh,BGD,1866,23523795
4724,Bangladesh,BGD,1867,23574624
4725,Bangladesh,BGD,1868,23625460
4726,Bangladesh,BGD,1869,23686083
4727,Bangladesh,BGD,1870,23756533
4728,Bangladesh,BGD,1871,23836851
4729,Bangladesh,BGD,1872,23927079
4730,Bangladesh,BGD,1873,24027256
4731,Bangladesh,BGD,1874,24127745
4732,Bangladesh,BGD,1875,24228546
4733,Bangladesh,BGD,1876,24329660
4734,Bangladesh,BGD,1877,24431085
4735,Bangladesh,BGD,1878,24532822
4736,Bangladesh,BGD,1879,24634871
4737,Bangladesh,BGD,1880,24737232
4738,Bangladesh,BGD,1881,24839904
4739,Bangladesh,BGD,1882,24942887
4740,Bangladesh,BGD,1883,25046182
4741,Bangladesh,BGD,1884,25149788
4742,Bangladesh,BGD,1885,25253705
4743,Bangladesh,BGD,1886,25357932
4744,Bangladesh,BGD,1887,25462470
4745,Bangladesh,BGD,1888,25567319
4746,Bangladesh,BGD,1889,25672477
4747,Bangladesh,BGD,1890,25777945
4748,Bangladesh,BGD,1891,25883723
4749,Bangladesh,BGD,1892,25989810
4750,Bangladesh,BGD,1893,26096205
4751,Bangladesh,BGD,1894,26202910
4752,Bangladesh,BGD,1895,26309922
4753,Bangladesh,BGD,1896,26417242
4754,Bangladesh,BGD,1897,26524870
4755,Bangladesh,BGD,1898,26632805
4756,Bangladesh,BGD,1899,26741047
4757,Bangladesh,BGD,1900,26849595
4758,Bangladesh,BGD,1901,26958449
4759,Bangladesh,BGD,1902,27067609
4760,Bangladesh,BGD,1903,27177073
4761,Bangladesh,BGD,1904,27286841
4762,Bangladesh,BGD,1905,27396914
4763,Bangladesh,BGD,1906,27507290
4764,Bangladesh,BGD,1907,27617969
4765,Bangladesh,BGD,1908,27728950
4766,Bangladesh,BGD,1909,27827316
4767,Bangladesh,BGD,1910,27913022
4768,Bangladesh,BGD,1911,27986023
4769,Bangladesh,BGD,1912,28046274
4770,Bangladesh,BGD,1913,28093731
4771,Bangladesh,BGD,1914,28141120
4772,Bangladesh,BGD,1915,28188438
4773,Bangladesh,BGD,1916,28235684
4774,Bangladesh,BGD,1917,28282858
4775,Bangladesh,BGD,1918,28395953
4776,Bangladesh,BGD,1919,28509501
4777,Bangladesh,BGD,1920,28623503
4778,Bangladesh,BGD,1921,28737961
4779,Bangladesh,BGD,1922,28852876
4780,Bangladesh,BGD,1923,28968251
4781,Bangladesh,BGD,1924,29084088
4782,Bangladesh,BGD,1925,29200387
4783,Bangladesh,BGD,1926,29317152
4784,Bangladesh,BGD,1927,29434383
4785,Bangladesh,BGD,1928,29552084
4786,Bangladesh,BGD,1929,29765580
4787,Bangladesh,BGD,1930,30077163
4788,Bangladesh,BGD,1931,30489169
4789,Bangladesh,BGD,1932,31003982
4790,Bangladesh,BGD,1933,31624037
4791,Bangladesh,BGD,1934,32256494
4792,Bangladesh,BGD,1935,32901598
4793,Bangladesh,BGD,1936,33559605
4794,Bangladesh,BGD,1937,34230771
4795,Bangladesh,BGD,1938,34915359
4796,Bangladesh,BGD,1939,35529699
4797,Bangladesh,BGD,1940,36071677
4798,Bangladesh,BGD,1941,36539131
4799,Bangladesh,BGD,1942,36929851
4800,Bangladesh,BGD,1943,37241574
4801,Bangladesh,BGD,1944,37555929
4802,Bangladesh,BGD,1945,37872937
4803,Bangladesh,BGD,1946,38192621
4804,Bangladesh,BGD,1947,38515003
4805,Bangladesh,BGD,1948,38840107
4806,Bangladesh,BGD,1949,39243938
4807,Bangladesh,BGD,1950,41206858
4808,Bangladesh,BGD,1951,42022310
4809,Bangladesh,BGD,1952,42893013
4810,Bangladesh,BGD,1953,43791389
4811,Bangladesh,BGD,1954,44741297
4812,Bangladesh,BGD,1955,45767687
4813,Bangladesh,BGD,1956,46854418
4814,Bangladesh,BGD,1957,48004665
4815,Bangladesh,BGD,1958,49184052
4816,Bangladesh,BGD,1959,50441766
4817,Bangladesh,BGD,1960,51828663
4818,Bangladesh,BGD,1961,53310344
4819,Bangladesh,BGD,1962,54881155
4820,Bangladesh,BGD,1963,56504405
4821,Bangladesh,BGD,1964,58178373
4822,Bangladesh,BGD,1965,59902521
4823,Bangladesh,BGD,1966,61669811
4824,Bangladesh,BGD,1967,63510933
4825,Bangladesh,BGD,1968,65408278
4826,Bangladesh,BGD,1969,67294130
4827,Bangladesh,BGD,1970,69058900
4828,Bangladesh,BGD,1971,70276759
4829,Bangladesh,BGD,1972,71641525
4830,Bangladesh,BGD,1973,73722297
4831,Bangladesh,BGD,1974,75839350
4832,Bangladesh,BGD,1975,77854353
4833,Bangladesh,BGD,1976,79855319
4834,Bangladesh,BGD,1977,81867267
4835,Bangladesh,BGD,1978,83889659
4836,Bangladesh,BGD,1979,85935069
4837,Bangladesh,BGD,1980,88016436
4838,Bangladesh,BGD,1981,90303105
4839,Bangladesh,BGD,1982,92814506
4840,Bangladesh,BGD,1983,95335162
4841,Bangladesh,BGD,1984,97814966
4842,Bangladesh,BGD,1985,100253825
4843,Bangladesh,BGD,1986,102635570
4844,Bangladesh,BGD,1987,104959291
4845,Bangladesh,BGD,1988,107216011
4846,Bangladesh,BGD,1989,109433805
4847,Bangladesh,BGD,1990,111633723
4848,Bangladesh,BGD,1991,113787112
4849,Bangladesh,BGD,1992,115952198
4850,Bangladesh,BGD,1993,118132363
4851,Bangladesh,BGD,1994,120343183
4852,Bangladesh,BGD,1995,122600371
4853,Bangladesh,BGD,1996,124862185
4854,Bangladesh,BGD,1997,127198069
4855,Bangladesh,BGD,1998,129622333
4856,Bangladesh,BGD,1999,132108064
4857,Bangladesh,BGD,2000,134544303
4858,Bangladesh,BGD,2001,136805812
4859,Bangladesh,BGD,2002,138933659
4860,Bangladesh,BGD,2003,140970356
4861,Bangladesh,BGD,2004,142902855
4862,Bangladesh,BGD,2005,144715789
4863,Bangladesh,BGD,2006,146405982
4864,Bangladesh,BGD,2007,147989283
4865,Bangladesh,BGD,2008,149474264
4866,Bangladesh,BGD,2009,150873716
4867,Bangladesh,BGD,2010,152201977
4868,Bangladesh,BGD,2011,153591075
4869,Bangladesh,BGD,2012,155070111
4870,Bangladesh,BGD,2013,156532135
4871,Bangladesh,BGD,2014,157964931
4872,Bangladesh,BGD,2015,159383180
4873,Bangladesh,BGD,2016,160811935
4874,Bangladesh,BGD,2017,162186147
4875,Bangladesh,BGD,2018,163523108
4876,Bangladesh,BGD,2019,164913060
4877,Bangladesh,BGD,2020,166298024
4878,Bangladesh,BGD,2021,167658855
4879,Bangladesh,BGD,2022,169384890
4880,Bangladesh,BGD,2023,171466986
4881,Barbados,BRB,-2000,1
4882,Barbados,BRB,-1000,3
4883,Barbados,BRB,0,7
4884,Barbados,BRB,100,8
4885,Barbados,BRB,200,8
4886,Barbados,BRB,300,9
4887,Barbados,BRB,400,10
4888,Barbados,BRB,500,11
4889,Barbados,BRB,600,12
4890,Barbados,BRB,700,13
4891,Barbados,BRB,800,15
4892,Barbados,BRB,900,16
4893,Barbados,BRB,1000,17
4894,Barbados,BRB,1100,19
4895,Barbados,BRB,1200,78
4896,Barbados,BRB,1300,312
4897,Barbados,BRB,1400,1250
4898,Barbados,BRB,1500,5000
4899,Barbados,BRB,1600,20000
4900,Barbados,BRB,1700,80000
4901,Barbados,BRB,1710,80000
4902,Barbados,BRB,1720,80000
4903,Barbados,BRB,1730,80000
4904,Barbados,BRB,1740,80000
4905,Barbados,BRB,1750,80000
4906,Barbados,BRB,1760,80000
4907,Barbados,BRB,1770,80000
4908,Barbados,BRB,1780,80000
4909,Barbados,BRB,1790,80000
4910,Barbados,BRB,1800,81729
4911,Barbados,BRB,1801,81729
4912,Barbados,BRB,1802,81729
4913,Barbados,BRB,1803,81729
4914,Barbados,BRB,1804,81729
4915,Barbados,BRB,1805,81729
4916,Barbados,BRB,1806,81729
4917,Barbados,BRB,1807,81729
4918,Barbados,BRB,1808,81729
4919,Barbados,BRB,1809,81729
4920,Barbados,BRB,1810,81729
4921,Barbados,BRB,1811,81729
4922,Barbados,BRB,1812,81729
4923,Barbados,BRB,1813,81729
4924,Barbados,BRB,1814,81729
4925,Barbados,BRB,1815,81729
4926,Barbados,BRB,1816,81729
4927,Barbados,BRB,1817,81729
4928,Barbados,BRB,1818,81729
4929,Barbados,BRB,1819,82009
4930,Barbados,BRB,1820,82573
4931,Barbados,BRB,1821,83427
4932,Barbados,BRB,1822,84576
4933,Barbados,BRB,1823,86024
4934,Barbados,BRB,1824,87496
4935,Barbados,BRB,1825,88994
4936,Barbados,BRB,1826,90518
4937,Barbados,BRB,1827,92067
4938,Barbados,BRB,1828,93644
4939,Barbados,BRB,1829,95247
4940,Barbados,BRB,1830,96877
4941,Barbados,BRB,1831,98536
4942,Barbados,BRB,1832,100223
4943,Barbados,BRB,1833,101939
4944,Barbados,BRB,1834,103684
4945,Barbados,BRB,1835,105459
4946,Barbados,BRB,1836,107264
4947,Barbados,BRB,1837,109101
4948,Barbados,BRB,1838,110968
4949,Barbados,BRB,1839,112868
4950,Barbados,BRB,1840,114800
4951,Barbados,BRB,1841,116766
4952,Barbados,BRB,1842,118765
4953,Barbados,BRB,1843,120798
4954,Barbados,BRB,1844,122866
4955,Barbados,BRB,1845,124969
4956,Barbados,BRB,1846,127109
4957,Barbados,BRB,1847,129285
4958,Barbados,BRB,1848,131498
4959,Barbados,BRB,1849,133606
4960,Barbados,BRB,1850,135605
4961,Barbados,BRB,1851,137488
4962,Barbados,BRB,1852,139255
4963,Barbados,BRB,1853,140901
4964,Barbados,BRB,1854,142567
4965,Barbados,BRB,1855,144253
4966,Barbados,BRB,1856,145959
4967,Barbados,BRB,1857,147684
4968,Barbados,BRB,1858,149431
4969,Barbados,BRB,1859,151010
4970,Barbados,BRB,1860,152421
4971,Barbados,BRB,1861,153659
4972,Barbados,BRB,1862,154721
4973,Barbados,BRB,1863,155604
4974,Barbados,BRB,1864,156492
4975,Barbados,BRB,1865,157385
4976,Barbados,BRB,1866,158284
4977,Barbados,BRB,1867,159188
4978,Barbados,BRB,1868,160096
4979,Barbados,BRB,1869,161019
4980,Barbados,BRB,1870,161956
4981,Barbados,BRB,1871,162908
4982,Barbados,BRB,1872,163874
4983,Barbados,BRB,1873,164854
4984,Barbados,BRB,1874,165841
4985,Barbados,BRB,1875,166833
4986,Barbados,BRB,1876,167832
4987,Barbados,BRB,1877,168836
4988,Barbados,BRB,1878,169846
4989,Barbados,BRB,1879,170870
4990,Barbados,BRB,1880,171907
4991,Barbados,BRB,1881,172958
4992,Barbados,BRB,1882,174022
4993,Barbados,BRB,1883,175100
4994,Barbados,BRB,1884,176185
4995,Barbados,BRB,1885,177276
4996,Barbados,BRB,1886,178374
4997,Barbados,BRB,1887,179479
4998,Barbados,BRB,1888,180591
4999,Barbados,BRB,1889,181734
5000,Barbados,BRB,1890,182909
5001,Barbados,BRB,1891,184116
5002,Barbados,BRB,1892,185355
5003,Barbados,BRB,1893,186627
5004,Barbados,BRB,1894,187908
5005,Barbados,BRB,1895,189198
5006,Barbados,BRB,1896,190496
5007,Barbados,BRB,1897,191803
5008,Barbados,BRB,1898,193120
5009,Barbados,BRB,1899,193667
5010,Barbados,BRB,1900,193451
5011,Barbados,BRB,1901,192476
5012,Barbados,BRB,1902,190746
5013,Barbados,BRB,1903,188266
5014,Barbados,BRB,1904,185818
5015,Barbados,BRB,1905,183403
5016,Barbados,BRB,1906,181018
5017,Barbados,BRB,1907,178665
5018,Barbados,BRB,1908,176343
5019,Barbados,BRB,1909,174184
5020,Barbados,BRB,1910,172186
5021,Barbados,BRB,1911,170345
5022,Barbados,BRB,1912,168658
5023,Barbados,BRB,1913,167122
5024,Barbados,BRB,1914,165600
5025,Barbados,BRB,1915,164092
5026,Barbados,BRB,1916,162598
5027,Barbados,BRB,1917,161117
5028,Barbados,BRB,1918,159654
5029,Barbados,BRB,1919,158812
5030,Barbados,BRB,1920,158593
5031,Barbados,BRB,1921,158998
5032,Barbados,BRB,1922,160027
5033,Barbados,BRB,1923,161680
5034,Barbados,BRB,1924,163351
5035,Barbados,BRB,1925,165039
5036,Barbados,BRB,1926,166745
5037,Barbados,BRB,1927,168468
5038,Barbados,BRB,1928,170209
5039,Barbados,BRB,1929,171989
5040,Barbados,BRB,1930,173809
5041,Barbados,BRB,1931,175669
5042,Barbados,BRB,1932,177569
5043,Barbados,BRB,1933,179512
5044,Barbados,BRB,1934,181476
5045,Barbados,BRB,1935,183461
5046,Barbados,BRB,1936,185468
5047,Barbados,BRB,1937,187497
5048,Barbados,BRB,1938,189548
5049,Barbados,BRB,1939,191519
5050,Barbados,BRB,1940,193407
5051,Barbados,BRB,1941,195210
5052,Barbados,BRB,1942,196928
5053,Barbados,BRB,1943,198557
5054,Barbados,BRB,1944,200201
5055,Barbados,BRB,1945,201857
5056,Barbados,BRB,1946,203528
5057,Barbados,BRB,1947,205212
5058,Barbados,BRB,1948,206911
5059,Barbados,BRB,1949,208689
5060,Barbados,BRB,1950,209927
5061,Barbados,BRB,1951,213410
5062,Barbados,BRB,1952,216516
5063,Barbados,BRB,1953,219243
5064,Barbados,BRB,1954,221568
5065,Barbados,BRB,1955,223298
5066,Barbados,BRB,1956,224520
5067,Barbados,BRB,1957,225804
5068,Barbados,BRB,1958,227267
5069,Barbados,BRB,1959,228789
5070,Barbados,BRB,1960,230901
5071,Barbados,BRB,1961,233155
5072,Barbados,BRB,1962,235236
5073,Barbados,BRB,1963,237566
5074,Barbados,BRB,1964,239969
5075,Barbados,BRB,1965,242420
5076,Barbados,BRB,1966,245010
5077,Barbados,BRB,1967,247099
5078,Barbados,BRB,1968,248554
5079,Barbados,BRB,1969,249443
5080,Barbados,BRB,1970,249398
5081,Barbados,BRB,1971,249177
5082,Barbados,BRB,1972,249663
5083,Barbados,BRB,1973,250331
5084,Barbados,BRB,1974,250787
5085,Barbados,BRB,1975,251188
5086,Barbados,BRB,1976,251455
5087,Barbados,BRB,1977,251631
5088,Barbados,BRB,1978,251566
5089,Barbados,BRB,1979,251276
5090,Barbados,BRB,1980,251532
5091,Barbados,BRB,1981,252274
5092,Barbados,BRB,1982,253097
5093,Barbados,BRB,1983,253992
5094,Barbados,BRB,1984,254930
5095,Barbados,BRB,1985,255831
5096,Barbados,BRB,1986,256628
5097,Barbados,BRB,1987,257286
5098,Barbados,BRB,1988,257768
5099,Barbados,BRB,1989,258111
5100,Barbados,BRB,1990,258581
5101,Barbados,BRB,1991,259382
5102,Barbados,BRB,1992,260273
5103,Barbados,BRB,1993,261034
5104,Barbados,BRB,1994,261627
5105,Barbados,BRB,1995,262044
5106,Barbados,BRB,1996,262290
5107,Barbados,BRB,1997,262404
5108,Barbados,BRB,1998,262437
5109,Barbados,BRB,1999,262521
5110,Barbados,BRB,2000,262069
5111,Barbados,BRB,2001,262428
5112,Barbados,BRB,2002,264151
5113,Barbados,BRB,2003,265787
5114,Barbados,BRB,2004,267296
5115,Barbados,BRB,2005,268719
5116,Barbados,BRB,2006,270010
5117,Barbados,BRB,2007,271296
5118,Barbados,BRB,2008,272718
5119,Barbados,BRB,2009,274137
5120,Barbados,BRB,2010,275250
5121,Barbados,BRB,2011,276149
5122,Barbados,BRB,2012,276947
5123,Barbados,BRB,2013,277670
5124,Barbados,BRB,2014,278355
5125,Barbados,BRB,2015,278997
5126,Barbados,BRB,2016,279604
5127,Barbados,BRB,2017,280176
5128,Barbados,BRB,2018,280715
5129,Barbados,BRB,2019,281216
5130,Barbados,BRB,2020,281705
5131,Barbados,BRB,2021,282156
5132,Barbados,BRB,2022,282324
5133,Barbados,BRB,2023,282348
5134,Belarus,BLR,-10000,20549
5135,Belarus,BLR,-9000,23974
5136,Belarus,BLR,-8000,27970
5137,Belarus,BLR,-7000,32632
5138,Belarus,BLR,-6000,38070
5139,Belarus,BLR,-5000,44415
5140,Belarus,BLR,-4000,51818
5141,Belarus,BLR,-3000,60454
5142,Belarus,BLR,-2000,70530
5143,Belarus,BLR,-1000,82285
5144,Belarus,BLR,0,96000
5145,Belarus,BLR,100,108000
5146,Belarus,BLR,200,120000
5147,Belarus,BLR,300,132000
5148,Belarus,BLR,400,144000
5149,Belarus,BLR,500,144000
5150,Belarus,BLR,600,144000
5151,Belarus,BLR,700,156000
5152,Belarus,BLR,800,168000
5153,Belarus,BLR,900,180000
5154,Belarus,BLR,1000,192000
5155,Belarus,BLR,1100,288000
5156,Belarus,BLR,1200,432000
5157,Belarus,BLR,1300,432000
5158,Belarus,BLR,1400,432000
5159,Belarus,BLR,1500,576000
5160,Belarus,BLR,1600,720000
5161,Belarus,BLR,1700,960000
5162,Belarus,BLR,1710,1134308
5163,Belarus,BLR,1720,1228833
5164,Belarus,BLR,1730,1331236
5165,Belarus,BLR,1740,1442172
5166,Belarus,BLR,1750,1562353
5167,Belarus,BLR,1760,1692550
5168,Belarus,BLR,1770,1833595
5169,Belarus,BLR,1780,1986395
5170,Belarus,BLR,1790,2151928
5171,Belarus,BLR,1800,2355081
5172,Belarus,BLR,1801,2355081
5173,Belarus,BLR,1802,2355081
5174,Belarus,BLR,1803,2355081
5175,Belarus,BLR,1804,2355081
5176,Belarus,BLR,1805,2355081
5177,Belarus,BLR,1806,2355081
5178,Belarus,BLR,1807,2355081
5179,Belarus,BLR,1808,2355081
5180,Belarus,BLR,1809,2355081
5181,Belarus,BLR,1810,2355081
5182,Belarus,BLR,1811,2355081
5183,Belarus,BLR,1812,2355081
5184,Belarus,BLR,1813,2355081
5185,Belarus,BLR,1814,2355081
5186,Belarus,BLR,1815,2355081
5187,Belarus,BLR,1816,2355081
5188,Belarus,BLR,1817,2355081
5189,Belarus,BLR,1818,2355081
5190,Belarus,BLR,1819,2359403
5191,Belarus,BLR,1820,2368088
5192,Belarus,BLR,1821,2381174
5193,Belarus,BLR,1822,2398703
5194,Belarus,BLR,1823,2420715
5195,Belarus,BLR,1824,2442929
5196,Belarus,BLR,1825,2465346
5197,Belarus,BLR,1826,2487970
5198,Belarus,BLR,1827,2510801
5199,Belarus,BLR,1828,2533842
5200,Belarus,BLR,1829,2557094
5201,Belarus,BLR,1830,2580559
5202,Belarus,BLR,1831,2604240
5203,Belarus,BLR,1832,2628138
5204,Belarus,BLR,1833,2652255
5205,Belarus,BLR,1834,2676594
5206,Belarus,BLR,1835,2701156
5207,Belarus,BLR,1836,2725944
5208,Belarus,BLR,1837,2750959
5209,Belarus,BLR,1838,2776203
